# Imagen 4 (sin nombre visible)
1,2,0
2,1,1
3,1,1
4,2,0
5,0,1
6,1,2
7,0,2
8,0,2
9,3,0
10,2,1
11,2,1
12,0,1
13,3,1
14,0,1
15,2,0
16,1,2
17,0,2
18,2,0
19,1,2
20,1,2
21,2,0
22,3,0
23,2,2
24,1,0
25,3,0
26,2,1
27,2,0
28,1,1
29,0,2
30,1,3
31,2,0
32,1,0
33,3,1
34,2,1
35,0,2
36,1,1
37,2,1
38,1,1
39,2,1
40,2,0
41,3,2
42,0,2
43,4,1
44,1,1
45,2,1
46,0,2
47,1,2
48,1,2
49,2,1
50,0,1
51,2,0
52,1,1
53,0,2
54,3,1
55,2,0
56,3,1
57,0,2
58,3,0
59,1,3
60,0,1
61,3,1
62,1,3
63,4,0
64,2,2
65,2,2
66,3,1
67,2,1
68,2,1
69,2,0
70,1,0
71,0,2
72,2,1
