# Imagen 3 (sin nombre visible)
1,4,0
2,2,1
3,1,1
4,2,0
5,0,1
6,0,0
7,0,1
8,0,2
9,2,2
10,2,1
11,1,0
12,3,0
13,2,1
14,0,3
15,2,0
16,0,2
17,0,3
18,5,0
19,1,1
20,1,2
21,2,0
22,3,0
23,2,2
24,1,0
25,5,0
26,1,3
27,3,1
28,0,2
29,1,2
30,0,3
31,2,0
32,1,0
33,3,1
34,1,0
35,0,3
36,1,2
37,4,1
38,3,0
39,4,0
40,2,0
41,1,1
42,0,3
43,5,0
44,2,2
45,3,0
46,0,2
47,0,2
48,0,2
49,3,0
50,0,2
51,5,0
52,1,1
53,1,3
54,1,0
55,2,0
56,3,1
57,0,1
58,2,0
59,0,5
60,0,2
61,5,2
62,0,2
63,4,0
64,0,2
65,2,3
66,1,1
67,3,2
68,2,1
69,1,0
70,2,0
71,0,3
72,2,1
